scenario,zip_code,state,channel,bundle,district,wholesaler,has_commercial_opportunity
51_total_13n_11wh_24fi_3wifi,19367,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19367,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19367,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19369,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19369,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19369,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19372,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19372,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19372,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19373,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19373,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19373,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19374,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19374,PA,National,N,N_01,R0001,False
51_total_13n_11wh_24fi_3wifi,19374,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19375,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19375,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19375,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19380,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19380,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19380,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19382,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19382,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19382,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19383,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19383,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19383,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19390,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19390,PA,National,N,N_01,R0001,False
51_total_13n_11wh_24fi_3wifi,19390,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19401,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19401,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19401,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19403,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19403,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19403,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19405,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19405,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19405,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19406,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19406,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19406,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19422,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19422,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19422,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19425,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19425,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19425,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19426,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19426,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19426,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19428,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19428,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19428,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19435,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19435,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19435,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19436,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19436,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19436,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19437,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19437,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19437,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19438,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19438,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19438,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19440,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19440,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19440,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19442,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19442,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19442,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19444,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19444,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19444,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19446,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19446,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19446,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19453,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19453,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19453,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19454,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19454,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19454,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19456,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19456,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19456,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19457,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19457,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19457,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19460,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19460,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19460,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19462,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19462,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19462,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19464,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19464,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19464,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19465,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19465,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19465,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19468,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19468,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19468,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19472,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19472,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19472,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19473,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19473,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19473,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19474,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19474,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19474,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19475,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19475,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19475,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19477,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19477,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19477,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19490,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19490,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19490,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19492,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19492,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19492,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19501,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19501,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19501,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19503,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19503,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19503,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19504,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19504,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19504,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19505,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19505,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19505,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19506,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19506,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19506,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19507,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19507,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19507,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19508,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19508,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19508,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19510,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19510,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19510,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19511,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19511,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19511,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19512,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19512,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19512,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19516,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19516,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19516,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19518,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19518,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19518,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19520,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19520,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19520,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19522,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19522,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19522,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19523,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19523,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19523,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19525,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19525,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19525,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19526,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19526,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19526,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19529,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19529,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19529,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19530,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19530,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19530,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19533,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19533,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19533,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19534,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19534,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19534,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19535,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19535,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19535,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19536,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19536,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19536,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19538,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19538,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19538,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19539,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19539,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19539,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19540,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19540,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19540,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19541,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19541,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19541,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19543,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19543,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19543,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19544,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19544,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19544,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19545,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19545,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19545,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19547,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19547,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19547,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19549,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19549,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19549,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19550,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19550,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19550,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19551,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19551,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19551,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19554,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19554,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19554,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19555,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19555,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19555,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19559,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19559,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19559,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19560,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19560,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19560,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19562,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19562,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19562,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19564,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19564,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19564,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19565,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19565,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19565,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19567,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19567,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19567,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19601,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19601,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19601,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19602,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19602,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19602,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19604,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19604,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19604,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19605,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19605,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19605,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19606,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19606,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19606,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19607,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19607,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19607,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19608,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19608,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19608,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19609,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19609,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19609,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19610,PA,FI,FI,FI_13,R0037,True
51_total_13n_11wh_24fi_3wifi,19610,PA,National,N,N_04,R0004,True
51_total_13n_11wh_24fi_3wifi,19610,PA,Wealth,WH,WH_11,R0024,True
51_total_13n_11wh_24fi_3wifi,19611,PA,FI,FI,FI_13,R0037,False
51_total_13n_11wh_24fi_3wifi,19611,PA,National,N,N_04,R0004,False
51_total_13n_11wh_24fi_3wifi,19611,PA,Wealth,WH,WH_11,R0024,False
51_total_13n_11wh_24fi_3wifi,19701,DE,FI,FI,FI_10,R0034,True
51_total_13n_11wh_24fi_3wifi,19701,DE,National,N,N_01,R0001,True
51_total_13n_11wh_24fi_3wifi,19701,DE,Wealth,WH,WH_06,R0019,True
51_total_13n_11wh_24fi_3wifi,19702,DE,FI,FI,FI_10,R0034,True
51_total_13n_11wh_24fi_3wifi,19702,DE,National,N,N_01,R0001,True
51_total_13n_11wh_24fi_3wifi,19702,DE,Wealth,WH,WH_06,R0019,True
51_total_13n_11wh_24fi_3wifi,19703,DE,FI,FI,FI_10,R0034,False
51_total_13n_11wh_24fi_3wifi,19703,DE,National,N,N_01,R0001,False
51_total_13n_11wh_24fi_3wifi,19703,DE,Wealth,WH,WH_06,R0019,False
51_total_13n_11wh_24fi_3wifi,19706,DE,FI,FI,FI_10,R0034,False
51_total_13n_11wh_24fi_3wifi,19706,DE,National,N,N_01,R0001,False
51_total_13n_11wh_24fi_3wifi,19706,DE,Wealth,WH,WH_06,R0019,False
51_total_13n_11wh_24fi_3wifi,19707,DE,FI,FI,FI_10,R0034,True
51_total_13n_11wh_24fi_3wifi,19707,DE,National,N,N_01,R0001,True
51_total_13n_11wh_24fi_3wifi,19707,DE,Wealth,WH,WH_06,R0019,True
51_total_13n_11wh_24fi_3wifi,19709,DE,FI,FI,FI_10,R0034,True
51_total_13n_11wh_24fi_3wifi,19709,DE,National,N,N_01,R0001,True
51_total_13n_11wh_24fi_3wifi,19709,DE,Wealth,WH,WH_06,R0019,True
51_total_13n_11wh_24fi_3wifi,19710,DE,FI,FI,FI_10,R0034,False
51_total_13n_11wh_24fi_3wifi,19710,DE,National,N,N_01,R0001,False
51_total_13n_11wh_24fi_3wifi,19710,DE,Wealth,WH,WH_06,R0019,False
51_total_13n_11wh_24fi_3wifi,19711,DE,FI,FI,FI_10,R0034,True
51_total_13n_11wh_24fi_3wifi,19711,DE,National,N,N_01,R0001,True
51_total_13n_11wh_24fi_3wifi,19711,DE,Wealth,WH,WH_06,R0019,True
51_total_13n_11wh_24fi_3wifi,19713,DE,FI,FI,FI_10,R0034,True
51_total_13n_11wh_24fi_3wifi,19713,DE,National,N,N_01,R0001,True
51_total_13n_11wh_24fi_3wifi,19713,DE,Wealth,WH,WH_06,R0019,True
51_total_13n_11wh_24fi_3wifi,19716,DE,FI,FI,FI_10,R0034,False
51_total_13n_11wh_24fi_3wifi,19716,DE,National,N,N_01,R0001,False
51_total_13n_11wh_24fi_3wifi,19716,DE,Wealth,WH,WH_06,R0019,False
51_total_13n_11wh_24fi_3wifi,19717,DE,FI,FI,FI_10,R0034,False
51_total_13n_11wh_24fi_3wifi,19717,DE,National,N,N_01,R0001,False
51_total_13n_11wh_24fi_3wifi,19717,DE,Wealth,WH,WH_06,R0019,False
51_total_13n_11wh_24fi_3wifi,19720,DE,FI,FI,FI_10,R0034,True
51_total_13n_11wh_24fi_3wifi,19720,DE,National,N,N_01,R0001,True
51_total_13n_11wh_24fi_3wifi,19720,DE,Wealth,WH,WH_06,R0019,True
51_total_13n_11wh_24fi_3wifi,19730,DE,FI,FI,FI_10,R0034,False
51_total_13n_11wh_24fi_3wifi,19730,DE,National,N,N_01,R0001,False
51_total_13n_11wh_24fi_3wifi,19730,DE,Wealth,WH,WH_06,R0019,False
51_total_13n_11wh_24fi_3wifi,19731,DE,FI,FI,FI_10,R0034,False
51_total_13n_11wh_24fi_3wifi,19731,DE,National,N,N_01,R0001,False
51_total_13n_11wh_24fi_3wifi,19731,DE,Wealth,WH,WH_06,R0019,False
51_total_13n_11wh_24fi_3wifi,19732,DE,FI,FI,FI_10,R0034,False
51_total_13n_11wh_24fi_3wifi,19732,DE,National,N,N_01,R0001,False
51_total_13n_11wh_24fi_3wifi,19732,DE,Wealth,WH,WH_06,R0019,False
