scenario,zip_code,state,channel,bundle,district,wholesaler,has_commercial_opportunity
51_total_13n_11wh_24fi_3wifi,56367,MN,National,N,N_12,R0012,True
51_total_13n_11wh_24fi_3wifi,56367,MN,Wealth,WH,WH_02,R0015,True
51_total_13n_11wh_24fi_3wifi,56368,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56368,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56368,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56368,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56369,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56369,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56369,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56371,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56371,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56371,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56371,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56373,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56373,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56373,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56374,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56374,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56374,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56375,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56375,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56375,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56376,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56376,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56376,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56376,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56377,MN,FI,FI,FI_14,R0038,True
51_total_13n_11wh_24fi_3wifi,56377,MN,National,N,N_12,R0012,True
51_total_13n_11wh_24fi_3wifi,56377,MN,Wealth,WH,WH_02,R0015,True
51_total_13n_11wh_24fi_3wifi,56378,MN,FI,FI,FI_14,R0038,True
51_total_13n_11wh_24fi_3wifi,56378,MN,National,N,N_12,R0012,True
51_total_13n_11wh_24fi_3wifi,56378,MN,WIFI Merged,WHFI,WIFI_01,R0049,True
51_total_13n_11wh_24fi_3wifi,56378,MN,Wealth,WH,WH_02,R0015,True
51_total_13n_11wh_24fi_3wifi,56379,MN,FI,FI,FI_14,R0038,True
51_total_13n_11wh_24fi_3wifi,56379,MN,National,N,N_12,R0012,True
51_total_13n_11wh_24fi_3wifi,56379,MN,Wealth,WH,WH_02,R0015,True
51_total_13n_11wh_24fi_3wifi,56381,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56381,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56381,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56381,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56382,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56382,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56382,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56384,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56384,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56384,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56385,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56385,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56385,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56385,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56386,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56386,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56386,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56387,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56387,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56387,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56389,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56389,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56389,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56389,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56401,MN,FI,FI,FI_14,R0038,True
51_total_13n_11wh_24fi_3wifi,56401,MN,National,N,N_12,R0012,True
51_total_13n_11wh_24fi_3wifi,56401,MN,Wealth,WH,WH_02,R0015,True
51_total_13n_11wh_24fi_3wifi,56425,MN,FI,FI,FI_14,R0038,True
51_total_13n_11wh_24fi_3wifi,56425,MN,National,N,N_12,R0012,True
51_total_13n_11wh_24fi_3wifi,56425,MN,Wealth,WH,WH_02,R0015,True
51_total_13n_11wh_24fi_3wifi,56431,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56431,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56431,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56433,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56433,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56433,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56434,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56434,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56434,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56434,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56435,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56435,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56435,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56437,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56437,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56437,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56437,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56438,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56438,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56438,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56438,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56440,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56440,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56440,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56440,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56441,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56441,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56441,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56442,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56442,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56442,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56443,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56443,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56443,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56444,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56444,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56444,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56446,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56446,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56446,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56446,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56447,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56447,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56447,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56448,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56448,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56448,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56449,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56449,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56449,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56450,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56450,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56450,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56452,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56452,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56452,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56453,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56453,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56453,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56453,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56455,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56455,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56455,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56458,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56458,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56458,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56458,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56461,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56461,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56461,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56461,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56464,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56464,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56464,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56464,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56465,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56465,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56465,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56466,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56466,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56466,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56467,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56467,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56467,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56467,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56468,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56468,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56468,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56469,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56469,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56469,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56470,MN,FI,FI,FI_14,R0038,True
51_total_13n_11wh_24fi_3wifi,56470,MN,National,N,N_12,R0012,True
51_total_13n_11wh_24fi_3wifi,56470,MN,WIFI Merged,WHFI,WIFI_01,R0049,True
51_total_13n_11wh_24fi_3wifi,56470,MN,Wealth,WH,WH_02,R0015,True
51_total_13n_11wh_24fi_3wifi,56472,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56472,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56472,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56473,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56473,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56473,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56474,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56474,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56474,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56475,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56475,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56475,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56477,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56477,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56477,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56477,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56479,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56479,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56479,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56479,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56481,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56481,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56481,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56481,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56482,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56482,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56482,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56482,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56484,MN,FI,FI,FI_14,R0038,True
51_total_13n_11wh_24fi_3wifi,56484,MN,National,N,N_12,R0012,True
51_total_13n_11wh_24fi_3wifi,56484,MN,Wealth,WH,WH_02,R0015,True
51_total_13n_11wh_24fi_3wifi,56501,MN,FI,FI,FI_14,R0038,True
51_total_13n_11wh_24fi_3wifi,56501,MN,National,N,N_12,R0012,True
51_total_13n_11wh_24fi_3wifi,56501,MN,WIFI Merged,WHFI,WIFI_01,R0049,True
51_total_13n_11wh_24fi_3wifi,56501,MN,Wealth,WH,WH_02,R0015,True
51_total_13n_11wh_24fi_3wifi,56510,MN,FI,FI,FI_14,R0038,True
51_total_13n_11wh_24fi_3wifi,56510,MN,National,N,N_12,R0012,True
51_total_13n_11wh_24fi_3wifi,56510,MN,WIFI Merged,WHFI,WIFI_01,R0049,True
51_total_13n_11wh_24fi_3wifi,56510,MN,Wealth,WH,WH_02,R0015,True
51_total_13n_11wh_24fi_3wifi,56511,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56511,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56511,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56511,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56514,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56514,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56514,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56514,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56515,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56515,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56515,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56515,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56516,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56516,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56516,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56516,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56517,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56517,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56517,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56517,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56518,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56518,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56518,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56518,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56519,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56519,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56519,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56519,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56520,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56520,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56520,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56520,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56521,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56521,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56521,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56521,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56522,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56522,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56522,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56522,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56523,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56523,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56523,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56523,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56524,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56524,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56524,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56524,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56525,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56525,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56525,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56525,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56527,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56527,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56527,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56527,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56528,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56528,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56528,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56528,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56529,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56529,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56529,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56529,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56531,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56531,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56531,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56531,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56533,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56533,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56533,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56533,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56534,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56534,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56534,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56534,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56535,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56535,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56535,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56535,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56536,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56536,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56536,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56536,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56537,MN,FI,FI,FI_14,R0038,True
51_total_13n_11wh_24fi_3wifi,56537,MN,National,N,N_12,R0012,True
51_total_13n_11wh_24fi_3wifi,56537,MN,WIFI Merged,WHFI,WIFI_01,R0049,True
51_total_13n_11wh_24fi_3wifi,56537,MN,Wealth,WH,WH_02,R0015,True
51_total_13n_11wh_24fi_3wifi,56540,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56540,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56540,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56540,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56541,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56541,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56541,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56541,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56542,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56542,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56542,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56542,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56543,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56543,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56543,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56543,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56544,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56544,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56544,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56544,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56545,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56545,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56545,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
51_total_13n_11wh_24fi_3wifi,56545,MN,Wealth,WH,WH_02,R0015,False
51_total_13n_11wh_24fi_3wifi,56546,MN,FI,FI,FI_14,R0038,False
51_total_13n_11wh_24fi_3wifi,56546,MN,National,N,N_12,R0012,False
51_total_13n_11wh_24fi_3wifi,56546,MN,WIFI Merged,WHFI,WIFI_01,R0049,False
